PassengerId,Survived,Pclass,Sex,Fare,Embarked,Age,Hometown
790,0.0,1,male,79.2,C,46.0,"Paris, France"
791,0.0,3,male,7.75,Q,23.0,"Athenry, Galway, Ireland"
792,0.0,2,male,26.0,S,18.0,"Liverpool, Merseyside, England"
793,0.0,3,female,69.55,S,20.0,"Peterborough, Cambridgeshire, England"
794,0.0,1,male,30.6958,C,42.0,"New York, New York, US"
795,0.0,3,male,7.8958,S,25.0,"Terziysko, Troyan, Bulgaria"
796,0.0,2,male,13.0,S,39.0,"Middleburg Heights, Ohio, US"
797,1.0,1,female,25.9292,S,49.0,"New York, New York, US"
798,1.0,3,female,8.6833,S,31.0,"Vagovina, Croatia"
799,0.0,3,male,7.2292,C,33.0,"Beirut, Lebanon"
800,0.0,3,female,24.15,S,30.0,"Kerksken, Belgium"
801,0.0,2,male,13.0,S,34.0,"Southampton, Hampshire, England"
802,1.0,2,female,26.25,S,31.0,"Bishopstoke, Hampshire, England"
803,1.0,1,male,120.0,S,11.0,"Bryn Mawr, Pennsylvania, US"
804,1.0,3,male,8.5167,C,0.42,"Hardîne, Lebanon"
805,1.0,3,male,6.975,S,27.0,"St. Paul, Minnesota, US"
806,0.0,3,male,7.775,S,31.0,"Duluth, Minnesota, US"
807,0.0,1,male,0.0,S,39.0,"Belfast, Ireland, UK"
808,0.0,3,female,7.775,S,18.0,"Stockholm, Uppland, Sweden"
809,0.0,2,male,13.0,S,31.0,"Harrow, London, England"
810,1.0,1,female,53.1,S,32.0,"New York, New York, US"
811,0.0,3,male,7.8875,S,23.0,"Great Yarmouth, Norfolk, England"
812,0.0,3,male,24.15,S,39.0,"West Bromwich, Staffordshire, England"
813,0.0,2,male,10.5,S,35.0,"Landrake, Cornwall, England"
814,0.0,3,female,31.275,S,6.0,"Kisa, Östergötland, Sweden"
815,0.0,3,male,8.05,S,22.0,"Portage la Prairie, Manitoba, Canada"
816,0.0,1,male,0.0,S,39.0,"Liverpool, Merseyside, England, UK"
817,0.0,3,female,7.925,S,23.0,"Turku, Finland"
818,0.0,2,male,37.0042,C,31.0,"Montreal, Quebec, Canada"
819,0.0,3,male,6.45,S,43.0,"Karlshamn, Blekinge, Sweden"
820,0.0,3,male,27.9,S,11.0,"Hällekis, Västergötland, Sweden"
821,1.0,1,female,93.5,S,52.0,"Montreal, Quebec, Canada"
822,1.0,3,male,8.6625,S,29.0,"Konjsko Brdo, Croatia"
823,0.0,1,male,0.0,S,38.0,"Rotterdam, The Netherlands"
824,1.0,3,female,12.475,S,29.0,"Unknown, Russia"
825,0.0,3,male,39.6875,S,2.0,"Ylihärmä, South Ostrobothnia, Finland"
826,0.0,3,male,6.95,Q,42.0,"Clonbur, Galway, Ireland"
827,0.0,3,male,56.4958,S,23.0,"Hong Kong, China"
828,1.0,2,male,37.0042,C,1.0,"Montreal, Quebec, Canada"
829,1.0,3,male,7.75,Q,19.0,"Bayonne, New Jersey, US"
830,1.0,1,female,80.0,,62.0,"New York, New York, US"
831,1.0,3,female,14.4542,C,15.0,"Unknown, Lebanon"
832,1.0,2,male,18.75,S,0.75,"Penzance, Cornwall, England"
833,0.0,3,male,7.2292,C,30.0,"Tebnine, Lebanon"
834,0.0,3,male,7.8542,S,23.0,"Krakoryd, Småland, Sweden"
835,0.0,3,male,8.3,S,15.0,"Southall, London, England"
836,1.0,1,female,83.1583,C,39.0,"Lakewood, New Jersey, US"
837,0.0,3,male,8.6625,S,21.0,"Streklevac, Slovenia"
838,0.0,3,male,8.05,S,20.0,"London, England"
839,1.0,3,male,56.4958,S,32.0,"Hong Kong, China"
840,1.0,1,male,29.7,C,28.0,"Paris, France"
841,0.0,3,male,7.925,S,19.0,"Salo, Finland"
842,0.0,2,male,10.5,S,16.0,"Huntingfield, Suffolk, England"
843,1.0,1,female,31.0,C,30.0,"Bryn Mawr, Pennsylvania, US"
844,0.0,3,male,6.4375,C,30.0,"Áyios Sóstis, Greece"
845,0.0,3,male,8.6625,S,17.0,"Lipova Glavica, Croatia"
846,0.0,3,male,7.55,S,40.0,"Cincinnati, Ohio, US"
847,0.0,3,male,69.55,S,18.0,"Peterborough, Cambridgeshire, England"
848,0.0,3,male,7.8958,C,35.0,"Gumostnik, Lovec, Bulgaria"
849,0.0,2,male,33.0,S,39.0,"London, England"
850,1.0,1,female,89.1042,C,40.0,"Paris, France"
851,0.0,3,male,31.275,S,4.0,"Kisa, Östergötland, Sweden"
852,0.0,3,male,7.775,S,74.0,"Reftele, Småland, Sweden"
853,0.0,3,female,15.2458,C,7.0,"Unknown, Lebanon"
854,1.0,1,female,39.4,S,16.0,"Paris, France"
855,0.0,2,female,26.0,S,45.0,"London, England, UK"
856,1.0,3,female,9.35,S,18.0,"London, England"
857,1.0,1,female,164.8667,S,45.0,"Youngstown, Ohio, US"
858,1.0,1,male,26.55,S,51.0,"Lima, Peru"
859,1.0,3,female,19.2583,C,24.0,"Ḑuhūr ash Shuwayr, Lebanon"
860,0.0,3,male,7.2292,C,30.0,"Tebnine, Lebanon"
861,0.0,3,male,14.1083,S,41.0,"Racine, Wisconsin, US"
862,0.0,2,male,11.5,S,20.0,"Porthleven, Cornwall, England"
863,1.0,1,female,25.9292,S,46.0,"New York, New York, US"
864,0.0,3,female,69.55,S,14.0,"Peterborough, Cambridgeshire, England"
865,0.0,2,male,13.0,S,24.0,"Clevedon, North Somerset England"
866,1.0,2,female,13.0,S,42.0,New York City
867,1.0,2,female,13.8583,C,27.0,"Barcelona, Catalonia, Spain"
868,0.0,1,male,50.4958,S,31.0,"Trenton, New Jersey, US"
869,0.0,3,male,9.5,S,23.0,"Haaltert, East Flanders, Belgium"
870,1.0,3,male,11.1333,S,4.0,"St. Charles, Illinois, US"
871,0.0,3,male,7.8958,S,26.0,"Bosanska Krupa, Bosnia"
872,1.0,1,female,52.5542,S,46.0,"New York, New York, US"
873,0.0,1,male,5.0,S,33.0,"New York, New York, US"
874,0.0,3,male,9.0,S,46.0,"Zwevezele, Belgium"
875,1.0,2,female,24.0,C,28.0,Russia
876,1.0,3,female,7.225,C,15.0,"El Shweir, Lebanon"
877,0.0,3,male,9.8458,S,19.0,"Kokkola, Finland"
878,0.0,3,male,7.8958,S,19.0,"Gumostnik, Lovec, Bulgaria"
879,0.0,3,male,7.8958,S,23.0,"Knezhni Lak, Troyan, Bulgaria"
880,1.0,1,female,83.1583,C,56.0,"Philadelphia, Pennsylvania, US"
881,1.0,2,female,26.0,S,25.0,"Deer Lodge, Montana, US"
882,0.0,3,male,7.8958,S,33.0,"Milje, Slovenia"
883,0.0,3,female,10.5167,S,22.0,"Stockholm, Sweden"
884,0.0,2,male,10.5,S,28.0,"Plymouth, Devon, England"
885,0.0,3,male,7.05,S,25.0,"London, England"
886,0.0,3,female,29.125,Q,39.0,"Athlone, Westmeath, Ireland"
887,0.0,2,male,13.0,S,27.0,"Gudinė, Lithuania [76]"
888,1.0,1,female,30.0,S,19.0,"Greenwich, Connecticut, US"
889,0.0,3,female,23.45,S,7.0,"Thornton Heath, London, England"
890,1.0,1,male,30.0,C,26.0,"New York, New York, US"
891,0.0,3,male,7.75,Q,43.0,"Patrickswell, Limerick, Ireland"
892,,3,male,7.8292,Q,19.0,"Unknown, Ireland"
893,,3,female,7.0,S,47.0,"Penzance, Cornwall, England"
894,,2,male,9.6875,Q,63.0,"Fermoy, Ireland[note 1]"
895,,3,male,8.6625,S,27.0,"Uster, Switzerland"
896,,3,female,12.2875,S,22.0,"Taalintehdas, Finland"
897,,3,male,9.225,S,14.0,"Knäred, Halland, Sweden"
898,,3,female,7.6292,Q,35.0,"Bank Place, Tipperary, Ireland"
899,,2,male,29.0,S,26.0,"Bangkok, Siam[note 5]"
900,,3,female,7.2292,C,18.0,"Shwayhad, Syria"
901,,3,male,24.15,S,21.0,"West Bromwich, Staffordshire, England"
902,,3,male,7.8958,S,32.0,"Unknown, Bulgaria"
903,,1,male,26.0,S,46.0,"Bennington, Vermont, US"
904,,1,female,82.2667,S,23.0,"Minneapolis, Minnesota, US"
905,,2,male,26.0,S,63.0,"Swindon, Wiltshire, England"
906,,1,female,61.175,S,47.0,"Amenia, North Dakota, US"
907,,2,female,27.7208,C,24.0,"Montecarlo, Lucca, Tuscany, Italy"
908,,2,male,12.35,Q,35.0,"Limerick, Ireland[note 1]"
909,,3,male,7.225,C,21.0,"Kafr Mishki, Lebanon"
910,,3,female,7.925,S,27.0,"New York City, New York, US"
911,,3,female,7.225,C,45.0,"Kafr Mishki, Lebanon"
912,,1,male,59.4,C,46.0,"New York, New York, US"
913,,3,male,3.1708,S,9.0,"Trondheim, Norway"
914,,1,female,31.6833,S,48.0,"New York, New York, US"
915,,1,male,61.3792,C,21.0,"Geneva, Switzerland"
916,,1,female,262.375,C,48.0,"Cooperstown, New York, US"
917,,3,male,14.5,S,50.0,"St Austell, Cornwall, England"
918,,1,female,61.9792,C,22.0,"Providence, Rhode Island, US"
919,,3,male,7.225,C,19.0,"Ibrin[85], Syria or Lebanon"
920,,1,male,30.5,S,41.0,"Pomeroy, Washington, US"
921,,3,male,21.6792,C,17.0,"Hardîne, Lebanon"
922,,2,male,26.0,S,50.0,"Weston-super-Mare, North Somerset, England"
923,,2,male,31.5,S,24.0,"Guernsey, Channel Islands"
924,,3,female,20.575,S,32.0,"Bartley Farm, Hampshire, England"
925,,3,female,23.45,S,34.0,"Thornton Heath, London, England"
926,,1,male,57.75,C,30.0,"New York, New York, US"
927,,3,male,7.2292,C,19.0,"Agios Sostis, Greece"
928,,3,female,8.05,S,26.0,"London, England"
929,,3,female,8.6625,S,21.0,"Široka Kula, Croatia"
930,,3,male,9.5,S,21.0,"Zwevezele, Belgium"
931,,3,male,56.4958,S,28.0,"Hong Kong, China"
932,,3,male,13.4167,C,39.0,"Milje, Slovenia"
933,,1,male,26.55,S,37.0,"London, England, UK"
934,,3,male,7.85,S,41.0,"Unknown, Russia"
935,,2,female,13.0,S,30.0,"Provo, Utah, US"
936,,1,female,52.5542,S,45.0,"Boston, Massachusetts, US"
937,,3,male,7.925,S,25.0,"Helsinki, Finland"
938,,1,male,29.7,C,45.0,"Paris, France"
939,,3,male,7.75,Q,24.0,"Tynagh, Galway, Ireland"
940,,1,female,76.2917,C,59.0,"Philadelphia, Pennsylvania, US"
941,,3,female,15.9,S,36.0,"London, England"
942,,1,male,60.0,S,24.0,"Huntington, West Virginia, US"
943,,2,male,15.0333,C,27.0,New York City
944,,2,female,23.0,S,20.0,"Penzance, Cornwall, England"
945,,1,female,263.0,S,28.0,"Winnipeg, Manitoba, Canada"
946,,2,male,15.5792,C,30.0,"Paris, France"
947,,3,male,29.125,Q,10.0,"Athlone, Westmeath, Ireland"
948,,3,male,7.8958,S,35.0,"Kricina, Croatia"
949,,3,male,7.65,S,25.0,"Perkins County, South Dakota, US"
950,,3,male,16.1,S,32.0,"Liverpool, Merseyside, England"
951,,1,female,262.375,C,36.0,"Cooperstown, New York, US"
952,,3,male,7.8958,S,17.0,"Podgora, Croatia"
953,,2,male,13.5,S,32.0,"Sydney, New South Wales, Australia"
954,,3,male,7.75,S,18.0,"Stockholm, Sweden"
955,,3,female,7.725,Q,22.0,"Kingwilliamstown, Cork, Ireland"
956,,1,male,262.375,C,13.0,"Cooperstown, New York, US"
957,,2,female,21.0,S,30.0,"Pittsburgh, Pennsylvania, US"
958,,3,female,7.8792,Q,17.0,"Kilmacowen, Sligo, Ireland"
959,,1,male,42.4,S,47.0,"Washington, DC, US"
960,,1,male,28.5375,C,31.0,"Albany, New York, US"
961,,1,female,263.0,S,60.0,"Winnipeg, Manitoba, Canada"
962,,3,female,7.75,Q,25.0,"Athlone, Westmeath, Ireland"
963,,3,male,7.8958,S,21.0,"Gumostnik, Lovec, Bulgaria"
964,,3,female,7.925,S,29.0,"Karinainen, Finland"
965,,1,male,27.7208,C,36.0,"Havana, Cuba"
966,,1,female,211.5,C,35.0,"Philadelphia, Pennsylvania, US"
967,,1,male,211.5,C,33.0,"Philadelphia, Pennsylvania, US"
968,,3,male,8.05,S,23.0,"Greenwich, London, England"
969,,1,female,25.7,S,55.0,"New York, New York, US"
970,,2,male,13.0,S,30.0,"Bryn Mawr, Pennsylvania, US"
971,,3,female,7.75,Q,24.0,"Bree, Wexford, Ireland"
972,,3,male,15.2458,C,9.0,"Unknown, Lebanon"
973,,1,male,221.7792,S,67.0,"New York, New York, US"
974,,1,male,26.0,S,49.0,"Ascot, Berkshire, England, UK"
975,,3,male,7.8958,S,23.0,"Unknown, Macedonia"
976,,2,male,10.7083,Q,30.0,"Glencree, Ireland[note 1]"
977,,3,male,14.4542,C,25.0,"Hardîne, Lebanon"
978,,3,female,7.8792,Q,26.0,"New York City, New York, US"
979,,3,female,8.05,S,18.0,"Clevedon, North Somerset, England"
980,,3,female,7.75,Q,21.0,"Cum, Mayo, Ireland"
981,,2,male,23.0,S,2.0,"Heamoor, Cornwall, England"
982,,3,female,13.9,S,22.0,"New Haven, Connecticut, US"
983,,3,male,7.775,S,28.0,"Sandefjord, Norway"
984,,1,female,52.0,S,27.0,"Montreal, Quebec, Canada"
985,,3,male,8.05,S,32.0,"London, England"
986,,1,male,26.0,C,24.0,"Antwerp, Belgium"
987,,3,male,7.7958,S,25.0,"Stockholm, Uppland, Sweden"
988,,1,female,78.85,S,25.0,"London, England, UK"
989,,3,male,7.925,S,29.0,"Ikaalinen, Pirkanmaa, Finland"
990,,3,female,7.8542,S,20.0,"Medeltorp, Småland, Sweden"
991,,3,male,8.05,S,33.0,"St Austell, Cornwall, England"
992,,1,female,55.4417,C,44.0,"Newark, New Jersey, US"
993,,2,male,26.0,S,28.0,"Bromsgrove, Worcestershire, England"
994,,3,male,7.75,Q,20.0,"Donoughmore, Cork, Ireland"
995,,3,male,7.775,S,26.0,"Kvarnaryd, Småland, Sweden"
996,,3,female,8.5167,C,16.0,"Hardîne, Lebanon"
997,,3,male,22.525,S,28.0,"Bergen, Norway"
998,,3,male,7.8208,Q,21.0,"Kingwilliamstown, Cork, Ireland"
999,,3,male,7.75,Q,24.0,"Ballinascreen, Tipperary, Ireland"
1000,,3,male,8.7125,S,37.0,"Unknown, Russia"
1001,,2,male,13.0,S,19.0,"Montreal, Quebec, Canada"
1002,,2,male,15.0458,C,42.0,New York City
1003,,3,female,7.7792,Q,20.0,"Cork, Cork, Ireland"
1004,,1,female,31.6792,C,36.0,"New York, New York, US"
1005,,3,female,7.2833,Q,22.0,"Ovens, Cork, Ireland"
1006,,1,female,221.7792,S,63.0,"New York, New York, US"
1007,,3,male,14.4542,C,18.0,"Agios Sostis, Peloponnese, Greece"
1008,,3,male,6.4375,C,34.0,"Unknown, Unknown"
1009,,3,female,16.7,S,1.0,"Motala, Östergötland, Sweden"
1010,,1,male,75.2417,C,36.0,"Fergus, Ontario, Canada"
1011,,2,female,26.0,S,28.0,"Liskeard, Cornwall, England"
1012,,2,female,15.75,S,12.0,"Aberdeen, Aberdeenshire, Scotland"
1013,,3,male,7.75,Q,24.0,"Jersey City, New Jersey, US"
1014,,1,female,57.75,C,35.0,"Hamburg, German Empire[note 2]"
1015,,3,male,7.25,S,28.0,"Southampton, Hampshire, England"
1016,,3,male,7.75,Q,24.0,"Watergate, Limerick, Ireland"
1017,,3,female,16.1,S,16.0,"Bournemouth, Dorset, England"
1018,,3,male,7.7958,S,22.0,"Norrköping, Östergötland, Sweden"
1019,,3,female,23.25,Q,26.0,"Carrickatane, Tyrone, Ireland"
1020,,2,male,13.0,S,42.0,"London, England"
1021,,3,male,8.05,S,24.0,"London, England"
1022,,3,male,8.05,S,32.0,"Arboretum, Worcestershire, England"
1023,,1,male,28.5,C,53.0,"Washington, DC, US"
1024,,3,female,25.4667,S,40.0,"Liévin, Pas-de-Calais, France"
1025,,3,male,6.4375,C,31.0,"Hardîne, Lebanon"
1026,,3,male,7.8958,S,43.0,"Unknown, Bulgaria"
1027,,3,male,7.8542,S,24.0,"Göteborg, Västergötland, Sweden"
1028,,3,male,7.225,C,22.0,"Kiğı, Turkey"
1029,,2,male,13.0,S,26.0,"Newark, New Jersey, US"
1030,,3,female,8.05,S,24.0,"Mogilev, Belarus"
1031,,3,male,46.9,S,42.0,"Fulham, England"
1032,,3,female,46.9,S,12.0,"Fulham, England"
1033,,1,female,151.55,S,33.0,"Montreal, Quebec, Canada"
1034,,1,male,262.375,C,61.0,"Cooperstown, New York, US"
1035,,2,male,26.0,S,28.0,"London, England, UK"
1036,,1,male,26.55,S,42.0,"Jordanstorp, Södermanland, Sweden"
1037,,3,male,18.0,S,31.0,"Zwevezele, Belgium"
1038,,1,male,51.8625,S,44.0,"Brighton, Massachusetts, US"
1039,,3,male,8.05,S,22.0,"Pontardawe, West Glamorgan, Wales"
1040,,1,male,26.55,S,59.0,"Roachdale, Indiana, US"
1041,,2,male,26.0,S,35.0,"Minneapolis, Minnesota, US"
1042,,1,female,83.1583,C,,
1043,,3,male,7.8958,C,30.0,"Gabrovo, Bulgaria"
1044,,3,male,,S,51.0,"Liverpool, Merseyside, England,"
1045,,3,female,12.1833,S,36.0,"Salmunds, Gotland, Sweden"
1046,,3,male,31.3875,S,13.0,"Alseda, Småland, Sweden"
1047,,3,male,7.55,S,19.0,"Saint Sampson, Guernsey, Channel Islands, England"
1048,,1,female,221.7792,S,31.0,"New York, New York, US"
1049,,3,female,7.8542,S,,
1050,,1,male,26.55,S,42.0,"London, England, UK"
1051,,3,female,13.775,S,26.0,"Southampton, Hampshire, England"
1052,,3,female,7.7333,Q,17.0,"Kilcogy, Cavan, Ireland"
1053,,3,male,15.2458,C,8.0,"Tibnin, Lebanon"
1054,,2,female,13.5,S,26.0,"Yeovil, Somerset, England"
1055,,3,male,7.0,S,32.0,"London, England"
1056,,2,male,13.0,S,28.0,"Scheyern, Bavaria, German Empire[note 2]"
1057,,3,female,22.025,S,26.0,"Zürich, Switzerland"
1058,,1,male,50.4958,C,48.0,"Omaha, Nebraska, US"
1059,,3,male,34.375,S,18.0,"Rotherfield, East Sussex, England"
1060,,1,female,27.7208,C,36.0,"New York, New York, US"
1061,,3,female,8.9625,S,22.0,"Stora Tuna, Sweden"
1062,,3,male,7.55,S,26.0,"Edinburgh, Scotland"
1063,,3,male,7.225,C,27.0,"Kiğı, Turkey"
1064,,3,male,13.9,S,23.0,"New Haven, Connecticut, US"
1065,,3,male,7.2292,C,20.0,"Unknown, Syria"
1066,,3,male,31.3875,S,40.0,"Alseda, Småland, Sweden"
1067,,2,female,39.0,S,15.0,"Cape Town, South Africa, UK"
1068,,2,female,36.75,S,20.0,"St. Ives, Cornwall, England"
1069,,1,male,55.4417,C,54.0,"Newark, New Jersey, US"
1070,,2,female,39.0,S,35.0,"Guntur, Madras Province, British India[note 3]"
1071,,1,female,83.1583,C,64.0,"Lakewood, New Jersey, US"
1072,,2,male,13.0,S,32.0,"Sarnia, Ontario, Canada"
1073,,1,male,83.1583,C,37.0,"Lakewood, New Jersey, US"
1074,,1,female,53.1,S,18.0,"New York, New York, US"
1075,,3,male,7.75,Q,16.0,"Limerick, Limerick, Ireland"
1076,,1,female,247.5208,C,27.0,"Montreal, Quebec, Canada"
1077,,2,male,16.0,S,36.0,"Weston-super-Mare, North Somerset, England"
1078,,2,female,21.0,S,21.0,"Ilfracombe, Devon, England"
1079,,3,male,8.05,S,17.0,"West Bromwich, Staffordshire, England"
1080,,3,female,69.55,S,10.0,"Peterborough, Cambridgeshire, England"
1081,,2,male,13.0,S,40.0,"Barre, Vermont, US"
1082,,2,male,26.0,S,32.0,"Warwick, Warwickshire, England"
1083,,1,male,26.0,S,43.0,"New York, New York, US"
1084,,3,male,14.5,S,9.0,"London, England"
1085,,2,male,12.35,Q,61.0,"Chelsea, Michigan, US"
1086,,2,male,32.5,S,8.0,"Greenport, New York, US"
1087,,3,male,7.8542,S,33.0,"Göteborg, Västergötland, Sweden"
1088,,1,male,134.5,C,6.0,"Tuxedo Park, New York, US"
1089,,3,female,7.775,S,18.0,"Lysvik, Värmland, Sweden"
1090,,2,male,10.5,S,23.0,"Saint Peter Port, Guernsey, Channel Islands"
1091,,3,female,8.1125,S,62.0,"Haugesund, Rogaland, Norway"
1092,,3,female,15.5,Q,34.0,"Dublin, Ireland"
1093,,3,male,14.4,S,0.33,"Göteborg, Västergötland, Sweden"
1094,,1,male,227.525,C,47.0,"New York, New York, US"
1095,,2,female,26.0,S,8.0,"Plymouth, Devon, England"
1096,,2,male,10.5,S,30.0,"Redruth, Cornwall, England"
1097,,1,male,25.7417,C,29.0,"Le Havre, France"
1098,,3,female,7.75,Q,42.0,"Terry, Mayo, Ireland"
1099,,2,male,10.5,S,25.0,"London, England"
1100,,1,female,27.7208,C,34.0,"Paris, France"
1101,,3,male,7.8958,S,25.0,"Bakić, Bosnia"
1102,,3,male,22.525,S,33.0,"Bergen, Norway"
1103,,3,male,7.05,S,34.0,"Philadelphia, Pennsylvania, US"
1104,,2,male,73.5,S,20.0,"Fritham, Hampshire, England, UK"
1105,,2,female,26.0,S,60.0,"Swindon, Wiltshire, England"
1106,,3,female,7.775,S,38.0,"Vadsbro, Sörmland, Sweden"
1107,,1,male,42.5,S,42.0,"Chelsea, London, England, UK"
1108,,3,female,7.8792,Q,20.0,"Derrymartin, Mayo, Ireland"
1109,,1,male,164.8667,S,58.0,"Youngstown, Ohio, US"
1110,,1,female,211.5,C,50.0,"Philadelphia, Pennsylvania, US"
1111,,3,male,8.05,S,36.0,"Unknown, Scotland"
1112,,2,female,13.8583,C,30.0,"Barcelona, Catalonia, Spain"
1113,,3,male,8.05,S,21.0,"London, England"
1114,,2,female,10.5,S,22.0,"Oxford, Oxfordshire, England"
1115,,3,male,7.7958,S,21.0,"Oskarshamn, Kalmar, Sweden"
1116,,1,female,27.4458,C,53.0,"Washington, DC, US"
1117,,3,female,15.2458,C,24.0,"Hardîne, Lebanon"
1118,,3,male,7.7958,S,23.0,"Oskarshamn, Kalmar, Sweden"
1119,,3,female,7.75,Q,27.0,"Trien, Roscommon, Ireland"
1120,,3,male,15.1,S,39.0,"Bristol, Avon, England"
1121,,2,male,13.0,S,36.0,"Devonport, Devon, England"
1122,,2,male,65.0,S,14.0,"Yeovil, Somerset, England"
1123,,1,female,26.55,S,21.0,"Duluth, Minnesota, US"
1124,,3,male,6.4958,S,21.0,"Vaasa, Finland"
1125,,3,male,7.8792,Q,21.0,"Boherbue, Cork, Ireland"
1126,,1,male,71.2833,C,39.0,"New York, New York, US"
1127,,3,male,7.8542,S,29.0,"Östra Sallerup, Skåne, Sweden"
1128,,1,male,75.25,C,63.0,"Portland, Oregon, US"
1129,,3,male,7.225,C,20.0,"Unknown, Lebanon"
1130,,2,female,13.0,S,18.0,"Joensuu, Finland, Russian Empire[note 6]"
1131,,1,female,106.425,C,48.0,"Minneapolis, Minnesota, US"
1132,,1,female,27.7208,C,55.0,"Stockholm, Sweden"
1133,,2,female,30.0,S,45.0,"London, England, UK"
1134,,1,male,134.5,C,45.0,"Tuxedo Park, New York, US"
1135,,3,male,7.8875,S,34.0,"Manchester, England"
1136,,3,male,23.45,S,8.0,"Thornton Heath, London, England"
1137,,1,male,51.8625,S,41.0,"Pittsburgh, Pennsylvania, US"
1138,,2,female,21.0,S,28.0,"Pittsburgh, Pennsylvania, US"
1139,,2,male,32.5,S,42.0,"Greenport, New York, US"
1140,,2,female,26.0,S,29.0,"Porthoustock, Cornwall, England"
1141,,3,female,14.4542,C,20.0,"Hardîne, Lebanon"
1142,,2,female,27.75,S,0.83,"Bournemouth, Dorset, England"
1143,,3,male,7.925,S,20.0,"Dalsbruk, Finland"
1144,,1,male,136.7792,C,27.0,"Los Angeles, California, US"
1145,,3,male,9.325,S,24.0,"Genevad, Halland, Sweden"
1146,,3,male,9.5,S,27.0,"Vienna, Austria"
1147,,3,male,7.55,S,20.0,"London, England"
1148,,3,male,7.75,Q,22.0,"Currowhunane, Sligo, Ireland"
1149,,3,male,8.05,S,28.0,"Västra Bogane, Orust Island, Sweden"
1150,,2,female,13.0,S,19.0,"Rochester, New York, US"
1151,,3,male,7.775,S,21.0,"Krøkstad, Ski, Norway"
1152,,3,male,17.4,S,36.0,"Tampico, Montana, US"
1153,,3,male,7.8542,S,21.0,"Hörby, Skåne, Sweden"
1154,,2,female,23.0,S,29.0,"Heamoor, Cornwall, England"
1155,,3,female,12.1833,S,1.0,"Grimshut, Småland, Sweden"
1156,,2,male,12.7375,C,34.0,"Milford, New Hampshire, US"
1157,,3,male,7.8958,S,44.0,"Unknown, Bulgaria"
1158,,1,male,0.0,S,40.0,"Belfast, Ireland, UK"
1159,,3,male,7.55,S,30.0,"Portsmouth, Hampshire, England"
1160,,3,female,8.05,S,27.0,"North Walsham, Norfolk, England"
1161,,3,male,8.6625,S,17.0,"Bukovac, Croatia"
1162,,1,male,75.2417,C,46.0,"Vancouver, British Columbia, Canada"
1163,,3,male,7.75,Q,28.0,"Mullingar, Westmeath, Ireland"
1164,,1,female,136.7792,C,26.0,"Los Angeles, California, US"
1165,,3,female,15.5,Q,18.0,"Ballymahon, Longford, Ireland"
1166,,3,male,7.225,C,20.0,"Sir'Al, Lebanon"
1167,,2,female,26.0,S,20.0,"Skara, Västergötland, Sweden"
1168,,2,male,10.5,S,28.0,"Guernsey, Channel Islands"
1169,,2,male,26.0,S,40.0,"Liverpool, Merseyside, England, UK"
1170,,2,male,21.0,S,45.0,"Bristol, Avon, England"
1171,,2,male,10.5,S,22.0,"London, England"
1172,,3,female,8.6625,S,23.0,"Konjsko Brdo, Croatia"
1173,,3,male,13.775,S,0.58,"Southampton, Hampshire, England"
1174,,3,female,7.75,Q,22.0,"Carrowskehine, Mayo, Ireland"
1175,,3,female,15.2458,C,9.0,"Tibnin, Lebanon"
1176,,3,female,20.2125,S,2.0,"Suistamo, Finland"
1177,,3,male,7.25,S,26.0,"Week St Mary, Cornwall, England"
1178,,3,male,7.25,S,38.0,"Wellingborough, Northamptonshire, England"
1179,,1,male,82.2667,S,24.0,"Minneapolis, Minnesota, US"
1180,,3,male,7.2292,C,25.0,"Kiğı, Turkey"
1181,,3,male,8.05,S,22.0,"Bridgwater, Somerset, England"
1182,,1,male,39.6,S,36.0,"Paris, France"
1183,,3,female,6.95,Q,30.0,"Athlone, Westmeath, Ireland"
1184,,3,male,7.2292,C,20.0,"Tebnine, Lebanon"
1185,,1,male,81.8583,S,52.0,"San Francisco, California, US"
1186,,3,male,9.5,S,36.0,"Westrozebeke, Belgium"
1187,,3,male,7.8958,S,26.0,"Terziysko, Troyan, Bulgaria"
1188,,2,female,41.5792,C,1.0,"Paris, France"
1189,,3,male,21.6792,C,40.0,"Hardîne, Lebanon"
1190,,1,male,45.5,S,30.0,"London, England, UK"
1191,,3,male,7.8542,S,29.0,"Chicago, Illinois, US"
1192,,3,male,7.775,S,32.0,"Lunna, Orust Island, Sweden"
1193,,2,male,15.0458,C,25.0,"Paris, France"
1194,,2,male,21.0,S,42.0,"Ilfracombe, Devon, England"
1195,,3,male,8.6625,S,24.0,"Bukovac, Croatia"
1196,,3,female,7.75,Q,24.0,"Tipperary, Ireland"
1197,,1,female,26.55,S,64.0,"Milwaukee, Wisconsin, US"
1198,,1,male,151.55,S,30.0,"Montreal, Quebec, Canada"
1199,,3,male,9.35,S,0.83,"London, England"
1200,,1,male,93.5,S,55.0,"Montreal, Quebec, Canada"
1201,,3,female,14.1083,S,45.0,"Racine, Wisconsin, US"
1202,,3,male,8.6625,S,18.0,"Široka Kula, Croatia"
1203,,3,male,7.225,C,22.0,"Kiğı, Turkey"
1204,,3,male,7.575,S,17.0,"London, England"
1205,,3,female,7.75,Q,47.0,"Aclare, Sligo, Ireland"
1206,,1,female,135.6333,C,55.0,"New York, New York, US"
1207,,3,female,7.7333,Q,17.0,"Ballysadare, Sligo, Ireland"
